1636329600000,63321.69000000,63487.95000000,63321.69000000,63431.21000000,47.26640000,1636329659999,2997343.69024190,2639,31.11176000,1972653.06586200,0
1636329660000,63430.65000000,63499.00000000,63420.29000000,63430.69000000,21.68590000,1636329719999,1376358.14083430,992,13.11627000,832516.32606980,0
1636329720000,63430.69000000,63534.24000000,63404.96000000,63495.48000000,40.70528000,1636329779999,2584285.51592160,1566,27.54699000,1748988.69966110,0
1636329780000,63495.48000000,63534.24000000,63430.54000000,63448.01000000,12.11372000,1636329839999,769020.54474630,687,6.29277000,399505.46182000,0
1636329840000,63448.01000000,63448.01000000,63385.48000000,63424.45000000,10.71489000,1636329899999,679420.04720950,627,5.45651000,346014.42667430,0
1636329900000,63424.44000000,63531.88000000,63380.01000000,63503.80000000,12.55035000,1636329959999,796473.67249980,750,8.59996000,545772.20357650,0
1636329960000,63503.79000000,63534.24000000,63492.26000000,63520.61000000,7.10436000,1636330019999,451226.17510300,424,3.88293000,246630.84877580,0
1636330020000,63520.60000000,63561.38000000,63510.07000000,63550.65000000,13.24234000,1636330079999,841397.67160090,704,7.20697000,457930.56826420,0
1636330080000,63554.73000000,63600.00000000,63503.98000000,63597.01000000,20.00187000,1636330139999,1271229.19858190,1055,9.64887000,613343.09495340,0
1636330140000,63594.99000000,63687.84000000,63592.78000000,63677.17000000,21.82301000,1636330199999,1388968.07762920,1742,14.39299000,916033.76372310,0
1636330200000,63677.17000000,63719.03000000,63676.27000000,63690.33000000,12.98643000,1636330259999,827214.20476590,948,8.74650000,557136.55268560,0
1636330260000,63688.38000000,63695.71000000,63544.98000000,63675.05000000,18.34472000,1636330319999,1167273.97052720,1095,8.65934000,550942.29786140,0
1636330320000,63675.05000000,63739.73000000,63616.00000000,63725.02000000,11.32285000,1636330379999,721079.80226480,811,8.11921000,517081.39550810,0
1636330380000,63725.02000000,63847.73000000,63725.02000000,63847.70000000,36.39072000,1636330439999,2321556.14749750,2066,26.94301000,1718744.55868990,0
1636330440000,63847.68000000,63908.62000000,63840.00000000,63893.31000000,20.67042000,1636330499999,1320370.43647440,1420,13.72715000,876837.00895090,0
1636330500000,63893.32000000,64075.33000000,63886.65000000,63965.56000000,108.09270000,1636330559999,6916583.27334450,4914,69.45627000,4444340.76193520,0
1636330560000,63965.56000000,64120.00000000,63956.57000000,64116.21000000,41.43637000,1636330619999,2654364.88753530,1630,23.85869000,1528355.08510400,0
1636330620000,64116.21000000,64305.98000000,64110.78000000,64244.08000000,72.22451000,1636330679999,4638904.40997020,3737,50.09015000,3217486.04152950,0
1636330680000,64244.08000000,64277.13000000,64120.00000000,64194.85000000,28.47420000,1636330739999,1827517.92729570,1170,13.78453000,884690.32280460,0
1636330740000,64194.85000000,64233.52000000,64116.33000000,64200.00000000,32.47279000,1636330799999,2084781.63299380,955,14.07148000,903340.92276950,0
1636330800000,64199.16000000,64214.28000000,64081.98000000,64126.14000000,22.28180000,1636330859999,1428941.42338310,875,9.51064000,609902.82180670,0
1636330860000,64126.13000000,64268.81000000,64126.13000000,64251.82000000,25.22208000,1636330919999,1619324.77320030,987,15.92602000,1022507.53802470,0
1636330920000,64251.81000000,64295.45000000,64232.00000000,64290.00000000,40.88283000,1636330979999,2627488.18908660,812,34.31600000,2205422.19090930,0
1636330980000,64290.00000000,64448.40000000,64289.99000000,64426.79000000,74.67734000,1636331039999,4806104.73371060,2687,54.95109000,3535842.92952990,0
1636331040000,64426.79000000,64600.13000000,64422.10000000,64570.01000000,83.94292000,1636331099999,5414948.71074620,3638,58.64234000,3782724.52118410,0
1636331100000,64561.02000000,64563.00000000,64452.40000000,64474.41000000,30.08615000,1636331159999,1940749.59643340,1513,14.70570000,948551.13140730,0
1636331160000,64474.41000000,64474.41000000,64356.21000000,64377.90000000,22.80491000,1636331219999,1468769.15281340,1262,11.38019000,732883.29417760,0
1636331220000,64377.91000000,64377.91000000,64267.97000000,64295.07000000,31.09938000,1636331279999,2000376.30141750,1367,10.63415000,683999.12158190,0
1636331280000,64295.07000000,64370.23000000,64263.71000000,64358.96000000,12.32045000,1636331339999,792594.81102540,644,6.74411000,433855.01148160,0
1636331340000,64358.96000000,64373.39000000,64294.11000000,64299.99000000,14.72722000,1636331399999,947488.98141720,595,5.79674000,373003.56230300,0
1636331400000,64300.00000000,64454.64000000,64280.98000000,64433.66000000,16.11435000,1636331459999,1037252.34052210,880,7.79282000,501519.15221380,0
1636331460000,64433.66000000,64540.00000000,64367.42000000,64517.76000000,11.50690000,1636331519999,741928.36609340,808,7.72245000,497942.93641700,0
1636331520000,64517.75000000,64740.68000000,64511.01000000,64687.33000000,42.86423000,1636331579999,2771566.89309670,2703,26.50689000,1713785.78976500,0
1636331580000,64680.91000000,64814.03000000,64671.80000000,64773.65000000,38.91145000,1636331639999,2519488.41616440,2011,23.03342000,1491545.28480900,0
1636331640000,64781.43000000,64818.32000000,64700.00000000,64775.00000000,39.02198000,1636331699999,2527454.22619880,1492,15.03613000,973934.72932930,0
1636331700000,64775.01000000,64872.96000000,64660.48000000,64849.99000000,46.75006000,1636331759999,3028356.24883650,2026,24.37137000,1579197.00914920,0
1636331760000,64850.00000000,64960.00000000,64817.20000000,64920.91000000,46.76445000,1636331819999,3035030.62677290,2314,29.71617000,1928660.29141850,0
1636331820000,64920.91000000,65066.66000000,64900.00000000,65053.78000000,102.25633000,1636331879999,6646683.80772170,3803,58.42032000,3797314.91184360,0
1636331880000,65039.25000000,65067.79000000,64988.11000000,65054.21000000,117.96601000,1636331939999,7669523.01332610,1677,24.14920000,1570245.26284270,0
1636331940000,65054.22000000,65100.31000000,64980.00000000,64988.24000000,70.13399000,1636331999999,4560500.32307540,1529,49.80317000,3238219.14192040,0
1636332000000,64988.24000000,64999.21000000,64840.00000000,64865.32000000,34.04738000,1636332059999,2209940.03222050,1755,15.52058000,1007335.47265160,0
1636332060000,64864.12000000,65020.00000000,64827.50000000,65005.77000000,30.87522000,1636332119999,2005010.42137200,1252,19.51339000,1267232.66282180,0
1636332120000,65009.39000000,65060.00000000,64938.39000000,64941.46000000,20.68729000,1636332179999,1344887.59240960,1046,10.77688000,700613.32478970,0
1636332180000,64943.87000000,64960.00000000,64918.36000000,64930.84000000,79.36014000,1636332239999,5154971.08460320,1160,73.44627000,4770857.15469140,0
1636332240000,64932.88000000,64978.28000000,64861.11000000,64869.01000000,35.45457000,1636332299999,2302275.81717680,966,19.87655000,1290803.17251390,0
1636332300000,64869.00000000,64951.66000000,64861.16000000,64882.41000000,15.24728000,1636332359999,989559.32411770,719,10.27925000,667101.55074280,0
1636332360000,64882.42000000,64899.96000000,64740.28000000,64740.28000000,23.42243000,1636332419999,1517962.88613990,1281,9.79802000,634960.81067370,0
1636332420000,64740.28000000,64753.31000000,64660.68000000,64722.42000000,40.79940000,1636332479999,2639847.73492530,1525,24.76229000,1602188.50799250,0
1636332480000,64722.43000000,64900.00000000,64705.92000000,64814.84000000,20.32517000,1636332539999,1317368.24301190,1121,11.54018000,747902.32243510,0
1636332540000,64811.82000000,64871.58000000,64811.82000000,64860.00000000,5.82685000,1636332599999,377856.31626070,419,3.44213000,223202.43372310,0
1636332600000,64860.00000000,64861.00000000,64750.00000000,64795.38000000,16.94428000,1636332659999,1097901.84306500,688,11.68295000,756944.69167550,0
1636332660000,64795.10000000,64795.10000000,64726.28000000,64730.46000000,8.85867000,1636332719999,573613.56535870,538,3.80980000,246679.51118420,0
1636332720000,64730.47000000,64844.25000000,64710.23000000,64830.46000000,10.63966000,1636332779999,689153.47067450,630,6.88418000,445886.66149930,0
1636332780000,64832.46000000,64848.00000000,64814.23000000,64820.31000000,5.69890000,1636332839999,369465.07535120,386,2.60541000,168907.73586800,0
1636332840000,64820.31000000,64840.00000000,64799.00000000,64832.86000000,5.62883000,1636332899999,364885.98031760,354,2.75311000,178480.72952980,0
1636332900000,64832.97000000,64832.97000000,64800.00000000,64821.24000000,4.69861000,1636332959999,304545.72312290,301,3.08874000,200194.93010570,0
1636332960000,64821.25000000,64959.33000000,64817.91000000,64948.80000000,11.98514000,1636333019999,777939.67120400,816,7.73622000,502110.00938890,0
1636333020000,64948.85000000,64964.73000000,64870.67000000,64881.68000000,15.41072000,1636333079999,1000372.51455390,731,7.26086000,471335.52362480,0
1636333080000,64891.64000000,64974.99000000,64867.02000000,64974.99000000,20.84683000,1636333139999,1353117.83551230,692,16.37815000,1063015.60562800,0
1636333140000,64975.00000000,65049.54000000,64975.00000000,65049.40000000,20.11424000,1636333199999,1307802.14087980,1022,14.76114000,959685.85481540,0
1636333200000,65049.41000000,65065.83000000,64984.30000000,65065.72000000,20.50175000,1636333259999,1333217.67772930,953,10.97746000,713886.98283220,0
1636333260000,65065.72000000,65339.96000000,65065.69000000,65310.81000000,91.52299000,1636333319999,5970726.16732520,4520,57.05415000,3721741.08827620,0
1636333320000,65310.81000000,65420.14000000,65310.81000000,65394.27000000,27.52020000,1636333379999,1798924.32486170,1640,13.82996000,903985.69770890,0
1636333380000,65394.28000000,65555.00000000,65331.53000000,65508.33000000,48.64476000,1636333439999,3183779.34575220,2527,33.06125000,2164217.18362820,0
